Gene_ID	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7
17283	1541	1810	2800	2690	2679	1809	1803
17285	1454	294	489	350	273	380	822
17286	531	15	49	92	57	337	52
17287	1	1	0	1	10	5	2
17288	0	2	0	1	0	1	1
17289	2017	277	453	611	507	827	159
17292	0	0	0	0	2	0	1
17293	11	36	4	16	9	16	3
17294	3044	1126	158	704	2531	2030	2285
17295	516	288	134	206	206	679	1267
17299	404	603	483	332	372	864	655
17300	71	777	39	178	172	495	67
17301	33	22	11	52	24	102	83
17304	3618	1506	1523	2547	1918	2478	2339
17305	1176	2570	294	750	2029	1515	2580
17306	10	492	39	56	159	588	132
17308	3845	3587	1666	2085	3343	4288	3186
17309	3459	1040	2871	645	1868	719	1604
17311	1693	1615	995	2048	2330	1835	1376
17312	556	80	33	243	80	2401	31
17313	1581	1337	504	2880	640	1232	1917
17314	115	100	66	85	123	194	127
17318	235	425	97	176	99	444	125
17319	6390	14207	6372	6605	4340	4090	12907
17329	4246	1265	29	877	3454	7464	498
17330	1763	1697	1567	889	1450	1870	1717
17339	5	5	9	13	13	9	5
17341	23	54	27	19	32	17	21
17342	1210	604	518	462	524	626	391
17344	5364	8059	6387	3880	6280	7927	6980
17345	50803	40452	49041	56242	81360	60167	68393
17346	1485	1162	824	805	809	1301	804
17347	4593	4551	4053	3170	3971	4519	3976
17349	249	585	184	182	168	831	255
17350	1009	1741	1018	1076	1203	1267	1992
17354	3295	5006	4056	4038	4638	3693	4111
17355	3341	4544	1735	2708	3946	5720	3387
17356	16832	15365	12885	8745	15001	21866	11307
17357	19226	28180	18920	16078	21739	33702	27907
17364	0	2	2	0	6	4	5
17380	35	114	3	41	34	211	59
17381	5563	752	1254	1124	465	158	459
17384	122	83	166	36	7	3	83
17385	536	592	117	336	310	369	295
17386	492	1879	137	516	218	93	152
17387	10728	7093	5797	7119	7888	10315	11629
17388	791	477	324	1251	1553	3837	594
17389	1368	3023	3267	3149	3159	1264	3394
17390	7801	2142	1934	4950	2024	4759	1887
17391	7026	7493	6796	1308	3156	1883	577
17392	3299	31	431	444	92	1035	152
17393	4	0	0	0	0	0	0
17394	81	12	19	53	7	9	32
17395	508	4203	55	897	204	427	202
17420	1204	1273	579	843	695	1390	1899
17423	1736	1752	1660	1278	1375	2145	2150
17425	2867	3269	1969	1961	2892	2887	2169
17427	393	1290	331	280	294	532	428
17428	1251	1315	1056	1303	1474	1253	1064
17433	0	0	1	0	1	0	0
17434	1158	1131	801	822	827	1422	914
17436	700	1869	328	556	889	2531	1475
17441	25	27	31	21	48	21	5
17444	347	30	10	178	127	203	40
17448	6295	16353	5792	5516	6336	7385	9059
17449	8978	11991	7853	6523	8236	10893	10733
17450	15	50	3	2	18	8	6
17451	0	0	0	0	0	1	1
17454	1013	1031	347	492	801	2676	1406
17463	2298	3952	1997	2056	2556	3617	3214
17470	1336	890	644	694	1171	626	343
17472	6666	327	98	351	2460	19088	140
17474	463	37	149	157	34	47	95
17475	4966	8587	5237	5822	8326	12630	7869
17476	28667	3624	8152	9708	9646	12688	3081
17480	1	0	0	4	0	1	31
17523	3	1	5	7	3	2	1
17524	3362	2274	1570	1773	1576	4164	1881
17527	1191	1473	1063	545	1067	1644	1017
17528	9	6	1	2	2	475	0
17532	1598	1729	1263	1548	2851	1253	2455
17533	39578	831	3584	3474	1252	10954	822
17534	6069	403	1902	2176	1266	1551	1317
17535	1731	2972	1443	1496	1734	2446	3113
17536	134	7	15	61	65	57	16
17537	698	481	1288	666	890	206	542
17540	312	32	25	137	67	213	115
17681	41	37	16	202	40	47	1
17684	5792	3824	3764	3471	3404	1240	3068
17685	5756	5717	3030	3265	5630	7208	4550
17686	1197	1242	1043	951	1067	1397	1085
17687	263	136	114	102	126	189	195
17688	6718	8425	4720	4966	8563	11225	6521
17690	1685	2291	2737	1693	3062	1298	4536
17691	1226	290	248	362	149	1287	280
17692	3138	3904	2884	3152	2803	3767	2921
17695	0	4	0	0	1	0	0
17698	22587	10768	7317	12243	9809	16010	8847
17700	0	14	7	1	5	103	1
17701	28	0	29	13	22	50	9
17702	0	0	0	0	9	1	0
17703	0	0	0	0	1	0	0
17713	2294	3244	2196	1319	2012	3404	2925
17714	1873	3126	1946	1316	1792	2532	2192
17748	1442	2229	664	1729	348	2743	3427
17749	90	151	101	70	85	125	100
17750	676	1053	298	1094	111	1715	2420
17751	8	48	48	74	62	74	84
17752	0	0	0	0	4	0	0
17754	5757	6809	5911	3539	5319	2342	5826
17755	31369	43639	40794	26970	28519	25246	12869
17756	15987	15384	21927	9923	15339	11535	11667
17758	10876	8448	7290	6921	7986	10546	8426
17760	1938	1087	2818	1372	1851	662	548
17761	160	55	24	36	72	83	37
17762	1852	3304	1999	1021	1689	688	714
17763	210	398	246	307	319	557	295
17764	1221	1721	1224	1161	1433	2231	1355
17765	4447	4285	4153	3188	4072	4620	3502
17766	387	1157	355	384	462	633	971
17768	1854	3787	2899	2474	2135	2638	5811
17769	2477	3084	3692	1479	1547	3186	2505
17771	38	1	5	48	31	34	27
17772	651	410	437	439	353	617	378
17773	0	0	0	1	0	0	2
17775	13504	19680	11371	8242	8764	14993	8979
17776	6181	6412	4521	4809	5965	7536	5543
17777	489	1854	520	474	803	1347	1795
17826	2239	2268	2371	3819	3448	2307	2337
17827	1360	1832	1136	1129	1256	1867	2144
17828	675	2253	512	605	606	879	807
17829	21	13	12	22	9	16	8
17830	0	0	0	0	0	0	0
17831	37	27	26	50	17	231	74
17833	0	0	0	1	0	31	1
17835	0	0	0	0	0	0	0
17836	0	2	0	0	0	0	0
17837	0	0	0	0	0	0	0
17840	0	0	0	0	0	0	0
17841	0	0	0	0	0	0	0
17842	0	0	0	0	0	0	0
17843	0	0	0	0	0	0	0
17844	0	0	0	0	0	5	0
17846	1944	3731	1578	1962	1874	3051	2878
17847	13943	19791	15403	14359	17294	17326	16702
17850	2237	2860	1750	1541	2522	3719	2587
17855	1040	931	857	665	1075	1144	1304
17857	437	83	47	457	562	738	109
17858	218	169	92	461	529	771	90
17859	2820	2854	4632	2273	4098	1450	2539
17863	932	1193	630	728	833	603	1561
17864	1335	1759	1858	1699	1662	2566	1641
17865	1099	1600	792	1152	1240	1299	1645
17868	1285	359	367	15	47	53	7
17869	800	380	382	787	2001	1458	666
17870	0	0	0	0	0	0	0
17872	943	589	989	580	626	669	814
17873	545	345	331	390	329	299	796
17874	1019	625	232	508	393	892	464
17876	2101	3934	3380	2151	3140	2505	2777
17877	0	0	0	0	0	1	1
17878	1	1	0	0	0	83	0
17879	0	1	0	1	0	11758	207
17880	1550	154	73	734	556	1830	177
17882	4	3	0	1	0	1483	344
17883	6	1358	18	7	18	13525	2867
17884	1	2	0	1	0	101882	26
17885	1	56	0	1	1	2948	152
17886	46062	13096	14592	16354	13942	22250	14716
17888	1	4	1	0	2	196	17
17896	34	185	27	33	51	1773	302
17897	0	1	0	1	2	199	0
17898	0	0	0	0	0	0	0
17901	3	117	0	0	0	5478	188
17904	4544	4022	2815	2194	2357	5966	2999
17906	10	5	0	1	5	339	9
17907	29	107	20	18	16	12282	554
17909	3455	6873	5234	2689	4587	8995	7288
17910	2	6	2	7	1	1	1
17912	5983	8138	1943	4405	5785	12017	4702
17913	6179	3566	1620	2860	1944	4991	2202
17916	3741	466	699	1033	1005	1912	280
17918	22251	15603	13891	12414	17398	14023	10424
17919	5	4	5	133	47	93	1745
17920	1259	2473	1589	1189	1704	1957	1825
17921	2906	124	850	1143	906	745	128
17922	0	1	0	1	1	1	0
17925	7795	5587	5196	5955	6698	6131	5461
17926	2	7	8	3	4	156	5
17927	23	1266	3	36	245	936	2152
17928	1	1367	1	1	11	2801	1444
17929	239	233	98	135	113	3659	221
17930	0	113	0	0	0	3156	136
17931	5750	5716	8302	4066	4822	7212	5558
17932	4980	4985	6101	2452	2635	325	1736
17933	3935	2797	1702	1382	1999	167	264
17936	2942	3102	1290	1614	2156	4230	2833
17937	1140	1162	702	528	572	1846	1561
17938	3988	6591	4793	3575	4960	8140	5665
17939	1918	1616	947	660	923	1735	1469
17940	12	1	4	12	8	5	7
17948	1275	205	229	471	449	928	133
17951	478	39	58	154	168	275	40
17952	115	7	31	29	17	55	4
17954	196	9	83	222	150	63	4
17955	7619	5673	7399	5936	8802	45390	6845
17957	2493	2094	2975	699	883	625	596
17960	1	1	0	1	1	2	0
17961	326	200	202	84	251	230	161
17962	0	0	1	0	0	4	5
17965	1119	846	521	999	524	3234	2590
17966	10268	12184	10642	9739	10731	9742	8786
17967	11650	11273	6390	10081	11397	7375	3549
17968	163	404	342	206	404	35	135
17969	3131	276	678	806	1142	1839	271
17970	1254	262	257	378	301	779	296
17972	1694	184	384	478	412	925	224
17973	1601	1287	1061	913	809	1435	1327
17974	2121	3321	2281	2006	3190	4016	3411
17975	13181	26798	15698	14472	18784	24340	21916
17977	6477	8570	4665	4222	5877	6126	4931
17978	7240	5913	5338	6716	6906	6887	7856
17979	5195	2630	1837	2857	2672	3775	1989
17984	1590	7	824	1161	75	400	678
17986	113	97	223	20	239	99	333
17988	2065	3847	886	996	492	4188	4741
17991	2679	3512	2701	1991	2525	3758	4105
17992	8238	9238	9406	7298	8717	8064	11118
17993	1787	2443	1298	1127	1243	2959	1991
17995	2285	3552	3033	4163	3344	3405	10044
17996	888	2671	1394	180	326	41418	1327
17997	2381	2793	2553	2736	3253	2899	3133
17999	78725	118035	81230	64442	92110	94930	141430
18000	18575	23478	17326	12535	16776	28779	23443
18002	3466	5238	4345	2547	3536	4359	7350
18003	2468	755	519	1202	862	1405	713
18004	1424	2419	1447	1076	1181	1629	1774
18005	3236	5709	2903	2918	4648	6370	7549
18007	13904	31621	19072	11145	18966	29115	21306
18008	6765	10160	6222	4856	10941	10057	6915
18010	2149	1464	1148	893	1200	1702	1104
18011	795	200	153	173	204	1006	223
18012	14432	17087	15778	1908	5408	4996	1622
18013	2834	2009	2154	285	829	580	750
18014	1	1	0	0	1	0	0
18015	15804	16589	16454	13957	15645	16328	17884
18016	5627	8220	5167	5193	4851	5902	6831
18018	1345	843	599	538	633	1216	884
18019	1241	229	163	436	503	1201	202
18020	715	295	699	837	965	481	451
18021	5059	7915	5899	5410	6164	9203	8303
18022	26	24	15	15	19	24	19
18023	7640	8557	6225	5656	6939	10957	8531
18024	5018	4466	2550	2559	3208	4810	2877
18025	229	219	269	315	320	288	166
18027	22161	38439	52024	37383	66575	57281	50365
18028	92577	112299	105611	88091	117214	90017	94658
18029	3335	5757	2406	3871	7147	4116	4354
18030	567	303	300	440	207	500	536
18032	12855	16069	12202	14733	23676	10095	14268
18033	4377	3105	1690	2332	2406	4689	3576
18034	1090	671	576	441	609	909	619
18035	2317	2227	1604	1424	1416	1997	3578
18036	525	341	450	365	422	457	495
18037	1639	700	732	501	739	731	253
18038	411	461	259	283	538	598	468
18039	446	10	6	21	8	3	59
18040	107	6	4	8	0	4	32
