"","Mean","SD","Range","pANOVA","Mean_Breast","Mean_CNS","Mean_Colon","Mean_Blood","Mean_Skin","Mean_Lung","Mean_Ovary","Mean_Prostate","Mean_Kidney"
"128_ADH5",4.17683333333333,0.434895240324032,2.16,0.102709459856102,4.058,4.30166666666667,4.18142857142857,4.21333333333333,3.873,4.06111111111111,4.30428571428571,4.09,4.54625
"133_ADM",6.1905,1.29998490864774,5.58,0.0231331912549915,6.508,6.95666666666667,5.68,4.7,5.86,6.91888888888889,6.44714285714286,5.355,6.56
"134_ADORA1",5.28916666666667,0.719727565375665,3.31,6.53422702266898e-05,4.98,5.41833333333333,4.86285714285714,4.90166666666667,4.958,5.05222222222222,5.81,5.3,6.27125
"136_ADORA2B",5.05633333333333,0.932017979506991,4.46,0.322817159190486,5.32,5.57333333333333,5.32142857142857,4.25666666666667,4.698,5.23111111111111,5.21857142857143,4.935,5.01125
"142_PARP1",8.02966666666667,0.484120613444193,2.16,0.236585773512322,7.726,8.02,8.02714285714286,8.50666666666667,8.014,8.00111111111111,8.01285714285714,8.42,7.84
"143_PARP4",4.2195,0.60420398676864,2.66,0.0166892346954916,3.848,4,5.04285714285714,4.14,4.219,4.27222222222222,4.06571428571429,3.84,4.12625
"154_ADRB2",4.57433333333333,0.828742904802139,3.5,0.00143206511910681,4.594,4.33833333333333,4.18571428571429,4.585,3.996,4.34222222222222,5.38571428571429,5.97,4.99625
"157_ADRBK2",4.71983333333333,0.3578537323898,2.32,0.00952913713874786,4.43,4.68833333333333,4.75285714285714,5.24,4.797,4.64444444444444,4.60142857142857,4.585,4.63125
"158_ADSL",8.90516666666667,0.395133496714704,2.06,0.187155850045343,8.742,8.70166666666667,8.83714285714286,9.17,9.132,8.93111111111111,8.95285714285714,8.7,8.7175
"163_AP2B1",7.52016666666667,0.573755075799465,2.35,0.0145475052134398,7.46,7.63333333333333,7.49714285714286,7.28333333333333,6.993,7.97888888888889,7.54285714285714,8.02,7.66875
"165_AEBP1",5.01033333333333,0.660680098149169,2.86,0.250349852546024,4.952,4.69833333333333,4.64857142857143,5.49166666666667,5.283,4.85444444444444,5.22857142857143,4.675,4.96375
"166_AES",7.8325,0.762119313137797,3.23,0.0268689542874549,7.556,8.37666666666667,7.93857142857143,8.29333333333333,7.121,7.73666666666667,7.81571428571429,7.985,8.1325
"175_AGA",5.34616666666667,0.575876904415821,3.2,0.168516136067162,5.418,5.51333333333333,5.24857142857143,5.38833333333333,5.698,5.35666666666667,4.83428571428571,4.87,5.345
"178_AGL",4.59683333333333,0.503504638413545,2.87,0.037215697709203,4.292,4.72333333333333,5.03571428571429,4.75166666666667,4.371,4.52555555555556,4.89714285714286,4.54,4.30625
"185_AGTR1",3.24816666666667,0.4601491713423,2.92,0.0327775373449834,3.92,3.49166666666667,3.19285714285714,3.28166666666667,3.164,3.04555555555556,3.13,3.025,3.16125
"190_NR0B1",3.68583333333333,1.1930565952829,5.64,0.228505324038628,3.27,3.35,3.25142857142857,3.335,4.431,4.39111111111111,3.33857142857143,3.49,3.46875
"196_AHR",3.184,0.637532850599261,2.46,0.0345310612561533,3.492,2.86833333333333,3.20714285714286,2.66833333333333,3.202,3.78444444444444,3.14571428571429,3.065,2.96
"199_AIF1",3.73033333333333,0.317089340277333,2.38,0.00262172373529416,3.678,3.655,3.70285714285714,4.285,3.687,3.63111111111111,3.62,3.75,3.685
"202_AIM1",5.33516666666667,1.14037384840424,4.5,0.0798812162502844,4.976,6.28666666666667,5.53857142857143,5.71833333333333,5.052,5.02111111111111,4.60142857142857,6.905,5.3375
"205_AK4",5.12316666666667,0.544754622623853,2.23,0.0433643355127584,5.142,5.43666666666667,4.88,4.95666666666667,4.843,4.92666666666667,5.24857142857143,5.35,5.61875
"211_ALAS1",7.16516666666667,0.619766198854808,2.83,0.165966023874138,6.962,6.85166666666667,7.54857142857143,7.135,7.514,7.25111111111111,6.96,7.33,6.82
"214_ALCAM",5.10416666666667,1.23771562636634,4.3,3.9158235287154e-05,5.602,5.48666666666667,4.39714285714286,3.71833333333333,4.144,5.31444444444444,6.18285714285714,5.815,6.00625
"215_ABCD1",6.656,0.474881608796215,2.19,0.00010979554514572,6.634,6.66,6.48,6.30166666666667,7.31,6.62444444444444,6.52,6.735,6.40375
"216_ALDH1A1",4.19216666666667,2.15636157125578,7.44,0.0267261833596525,2.838,2.94,5.81428571428571,2.98,3.973,5.33555555555556,3.54428571428571,2.845,5.35875
"217_ALDH2",5.96716666666667,1.30420063402274,4.83,0.00192455741326811,5.39,5.88833333333333,7.81857142857143,4.89,5.4,6.23888888888889,6.02142857142857,6.095,5.89875
"218_ALDH3A1",5.5835,1.4890069777073,6.84,0.00265419899563436,4.936,5.13833333333333,6.95714285714286,5.02666666666667,5.011,7.08888888888889,5.30142857142857,5,4.9525
"219_ALDH1B1",5.106,0.431761076428439,2.09,0.570401029048661,5.018,5.27666666666667,5.25142857142857,4.86166666666667,5.217,4.90666666666667,5.06428571428571,5.195,5.18875
"220_ALDH1A3",4.79316666666667,1.5950139382704,6.45,0.126921836139335,3.718,5.17333333333333,4.75857142857143,3.35,5.228,5.41,4.57428571428571,6.59,4.7975
"221_ALDH3B1",5.57183333333333,0.772652248540792,3.33,0.000149153202920917,5.384,5.34166666666667,5.41571428571429,5.20333333333333,4.986,6.45111111111111,5.33285714285714,5.72,6.19
"222_ALDH3B2",4.27083333333333,0.40261135596851,2.51,0.0907314538052807,4.868,4.18166666666667,4.13285714285714,4.34,4.21,4.24444444444444,4.20857142857143,4.08,4.24125
"223_ALDH9A1",8.53266666666667,0.423103411916214,2.01,0.268881115787467,8.636,8.63666666666667,8.61285714285714,8.36166666666667,8.817,8.44444444444444,8.38857142857143,8.14,8.41625
"224_ALDH3A2",5.75666666666667,0.793158600137294,3.67,0.00105725158170011,5.386,5.83833333333333,6.5,4.94666666666667,5.65,6.40111111111111,5.36714285714286,6.175,5.52875
"230_ALDOC",7.1385,0.589957841067722,2.94,0.0575824044666976,7.284,6.59333333333333,7.61285714285714,7.42333333333333,7.295,6.91444444444444,7.11285714285714,7.035,6.9325
"231_AKR1B1",8.37833333333333,2.09071163512402,7.99,1.50990665919942e-07,7.22,9.185,5.09,7.69,8.818,8.91666666666667,8.80571428571429,6.485,10.835
"238_ALK",4.0835,0.501116803597183,4.01,0.198761587836828,3.93,3.93666666666667,4.04142857142857,4.69833333333333,4.108,3.95777777777778,3.99142857142857,4.01,4.075
"241_ALOX5AP",3.96233333333333,0.531851153723966,3.41,0.000134259260992426,3.836,3.83,3.90857142857143,4.88166666666667,3.731,3.79444444444444,3.70285714285714,3.745,4.2575
"246_ALOX15",5.4405,0.388331611741777,2.26,0.78977595719635,5.776,5.37666666666667,5.39857142857143,5.48666666666667,5.411,5.42,5.37428571428571,5.58,5.36375
"270_AMPD1",3.552,0.338039211445324,2.23,0.523576625304538,3.7,3.78,3.53285714285714,3.595,3.524,3.44111111111111,3.48285714285714,3.805,3.43
"273_AMPH",4.284,0.777698037343631,4.41,0.0686247109559987,4.434,5.30166666666667,3.89857142857143,4.08333333333333,4.401,4.11888888888889,4.17714285714286,4.02,4.11375
"274_BIN1",6.52333333333333,0.537560928093206,2.51,0.00163301902960623,6.242,6.885,6.83714285714286,5.94166666666667,6.168,6.63888888888889,6.74142857142857,6.245,6.7825
"284_ANGPT1",3.06566666666667,0.464631680872125,2.12,0.0256331920432865,3.312,3.37166666666667,2.84428571428571,3.31333333333333,3.327,2.85222222222222,2.81,2.755,2.905
"288_ANK3",7.754,0.927853728975037,4.25,0.449163484969415,7.49,7.02,7.65142857142857,7.44833333333333,7.923,8.07555555555555,8.03,8.42,7.8075
"290_ANPEP",5.87933333333333,0.719415644851081,3.14,0.123601065013899,6.296,5.67666666666667,5.54,5.745,5.642,5.68333333333333,6.03571428571429,6.005,6.5175
"293_SLC25A6",8.74983333333333,0.484017409921735,2.1,0.00679842542283421,8.62,8.85,9.04,8.94666666666667,8.788,8.93888888888889,8.44428571428571,9.23,8.24125
"301_ANXA1",7.62166666666667,1.39154366992586,6.21,0.00109027688648491,6.386,8.50333333333333,7.08571428571429,6.72666666666667,6.791,8.90444444444444,8.1,8.09,7.9325
"302_ANXA2",9.11683333333333,1.22210362076503,6.38,2.14577620013258e-05,8.628,9.415,9.26714285714286,6.895,8.882,10.01,9.51714285714286,9.885,9.48
"303_ANXA2P1",7.28866666666667,0.628305406323883,2.7,4.74880935935208e-09,7.084,7.65333333333333,7.41,6.09666666666667,6.87,7.68,7.62,7.885,7.575
"306_ANXA3",5.24383333333333,2.12700640406602,5.88,4.40836499627959e-08,4.276,3.22666666666667,7.22428571428571,3.61666666666667,3.225,5.85444444444444,6.95857142857143,6.985,6.75
"307_ANXA4",5.31216666666667,1.17230193898935,4.48,0.00330772082674266,4.706,4.43166666666667,6.26857142857143,4.21833333333333,4.952,5.75333333333333,5.69,5.07,6.01875
"308_ANXA5",7.26016666666667,0.893015253474348,4.27,1.49690755842666e-07,7.154,7.68166666666667,6.60142857142857,5.65666666666667,8.043,7.17888888888889,7.66285714285714,7.525,7.48375
"309_ANXA6",7.18266666666667,1.29032759822243,4.87,0.00535950990307829,8.078,7.59166666666667,5.79571428571429,6.88333333333333,7.837,6.73222222222222,6.83714285714286,6.265,7.975
"310_ANXA7",6.04316666666667,0.660594215471286,4.35,0.000256398884256373,5.922,5.87666666666667,6.18,5.94166666666667,5.316,6.28444444444444,6.20714285714286,7.395,6.35625
"312_ANXA13",3.7185,0.476629497582873,3.2,0.0977479798983991,3.644,3.70333333333333,4.30142857142857,3.59333333333333,3.741,3.65444444444444,3.58714285714286,3.435,3.59
"316_AOX1",4.39416666666667,0.649187997807396,3.18,0.137445581491925,4.534,4.73833333333333,3.98285714285714,4.03833333333333,4.228,4.50777777777778,4.21571428571429,4.83,4.8025
"326_AIRE",5.51633333333333,0.37208057568524,2.03,0.780481955690771,5.734,5.55166666666667,5.45571428571429,5.51666666666667,5.634,5.41666666666667,5.49428571428571,5.225,5.46375
"328_APEX1",8.67316666666667,0.528526867545553,2.97,0.0432954436806365,8.298,8.385,8.98142857142857,8.905,8.586,8.84333333333333,8.83,9.205,8.3275
"329_BIRC2",5.6575,0.828866133821747,5.33,0.101187500341871,5.65,6.505,5.40142857142857,5.175,5.273,5.96666666666667,5.83,5.37,5.66625
"333_APLP1",6.5675,0.446726796273152,2.4,0.195512103288391,6.788,6.61,6.13,6.43,6.558,6.71222222222222,6.71714285714286,6.365,6.6525
"334_APLP2",7.8555,0.850270993690755,4.03,0.0110767031707553,8.202,7.82,8.14,6.97166666666667,7.249,8.23333333333333,8.36428571428571,8.35,7.84375
"339_APOBEC1",4.38066666666667,0.399036409989333,3.11,0.101336423312064,4.456,4.28666666666667,4.86,4.43,4.278,4.26222222222222,4.32142857142857,4.24,4.29625
"341_APOC1",3.37633333333333,0.930580221164516,4.3,0.112809640689649,3.202,2.78666666666667,3.15428571428571,3.22166666666667,3.751,4.03111111111111,3.56142857142857,3.625,2.80875
"347_APOD",4.261,1.30011303289563,7.58,3.07383813158793e-05,4.294,3.77166666666667,3.93571428571429,3.80666666666667,6.222,3.75222222222222,3.78142857142857,3.995,3.84
"348_APOE",5.832,1.13898378732825,6.12,0.154565085963836,6.04,5.36166666666667,5.50285714285714,5.55666666666667,6.812,5.93222222222222,5.84714285714286,5.585,5.26
"350_APOH",2.40466666666667,0.284286002246763,2.27,0.342188950797679,2.364,2.26333333333333,2.66428571428571,2.37666666666667,2.33,2.37666666666667,2.42571428571429,2.28,2.4675
"351_APP",8.08616666666667,1.25362807944857,6.01,6.1830252982312e-05,8.392,8.22166666666667,8.06571428571429,5.66666666666667,8.645,7.98222222222222,8.47142857142857,8.415,8.625
"353_APRT",9.15666666666667,0.471419301887492,2.06,0.0121640015015897,9.08,8.60333333333333,9.53428571428571,9.18833333333333,9.105,9.29222222222222,9.11857142857143,9.8,9.05
"358_AQP1",5.1975,0.365061522560564,2.48,0.669142955486086,5.194,5.13666666666667,5.46571428571429,5.19666666666667,5.121,5.07666666666667,5.27428571428571,5.05,5.2125
"360_AQP3",4.804,1.30028054339263,5.8,2.09994777235328e-05,4.324,4.27333333333333,6.53285714285714,6.26833333333333,4.029,4.91222222222222,4.43428571428571,4.855,4.04875
"372_ARCN1",6.04366666666667,0.570773981408672,4,0.0604630578085912,6.252,6.66166666666667,6.18142857142857,5.85166666666667,5.742,5.97888888888889,6.24428571428571,5.8,5.80875
"374_AREG",4.11666666666667,1.36228082257221,4.58,0.000108176712876981,3.878,3.20833333333333,5.68142857142857,3.32333333333333,3.23,4.56888888888889,3.77,6.445,4.49375
"378_ARF4",8.48,0.589903755436398,2.39,0.00523842691807375,8.628,9.13833333333333,8.34428571428571,7.7,8.484,8.44222222222222,8.50714285714286,8.285,8.66
"379_ARL4D",8.164,0.561360937093877,3.17,0.000792600751065825,8.104,8.47333333333333,7.73714285714286,7.76166666666667,7.771,8.39777777777778,8.59857142857143,8.035,8.525
"388_RHOB",6.09816666666667,0.477544892438172,2.13,0.241995461327511,6.218,6.16666666666667,6.16857142857143,5.65666666666667,6.036,6.07444444444444,6.4,5.705,6.18
"389_RHOC",9.77283333333333,0.785620971419719,4.03,2.14683225867393e-05,10.138,10.1683333333333,9.30714285714286,8.35166666666667,9.921,9.89444444444444,9.85714285714286,10.245,10.2075
"390_RND3",5.67283333333333,1.36103785382627,5.09,0.00100255772244889,5.896,6.40166666666667,4.75857142857143,3.68833333333333,6.038,5.50666666666667,6.51,5.805,6.24
"391_RHOG",7.986,0.401189756024482,2.19,0.000854553439276522,7.936,7.95833333333333,7.89428571428571,8.66666666666667,7.97,7.78666666666667,7.74714285714286,7.915,8.07875
"393_ARHGAP4",6.4305,0.607111597258217,2.53,7.53895698356632e-06,6.232,6.04,6.47142857142857,7.64833333333333,6.463,6.32444444444444,6.29857142857143,6.05,6.1875
"395_ARHGAP6",2.71783333333333,0.655687223044095,3.99,0.23559908415074,2.632,2.815,2.67,3.435,2.815,2.47222222222222,2.51714285714286,2.34,2.6275
"396_ARHGDIA",10.2431666666667,0.49912972284366,2.61,0.052497548803592,10.04,10.7716666666667,10.1514285714286,10.1633333333333,10.492,10.2033333333333,10.0471428571429,10.485,9.95875
"397_ARHGDIB",5.20533333333333,1.64544205246572,6.88,1.30067218737789e-05,4.89,4.75666666666667,4.42857142857143,8.51666666666667,4.879,5.22222222222222,5.29857142857143,4.125,4.5125
"399_RHOH",3.38533333333333,0.961117757942682,5.5,1.77307828498863e-07,3.284,3.13166666666667,3.30142857142857,5.54833333333333,3.136,3.14777777777778,3.01857142857143,3.1,3.06125
"400_ARL1",3.61483333333333,0.49661393001025,2.45,0.736924005928461,3.892,3.70666666666667,3.70571428571429,3.55333333333333,3.559,3.45888888888889,3.39571428571429,3.58,3.785
"402_ARL2",7.252,0.432649699770917,2.04,0.0337056403613277,7.398,6.905,7.01571428571429,7.10166666666667,7.385,7.63111111111111,7.27571428571429,7.09,7.1675
"409_ARRB2",5.76216666666667,0.527707198174944,2.93,0.464449750220745,5.504,5.73666666666667,5.97714285714286,6.165,5.806,5.62333333333333,5.76,5.78,5.55125
"412_STS",3.4245,0.515250227181094,2.9,0.687171020323858,3.454,3.47333333333333,3.54714285714286,3.72833333333333,3.336,3.41888888888889,3.50285714285714,3.21,3.13625
"415_ARSE",2.71216666666667,0.450555557877675,2.73,0.514894381019994,2.6,2.71833333333333,2.92714285714286,2.345,2.7,2.88333333333333,2.75142857142857,2.705,2.655
"419_ART3",3.09416666666667,0.927916002310895,4.92,0.00264357632036317,2.804,2.90166666666667,2.84857142857143,3.02166666666667,4.309,2.78666666666667,2.78142857142857,3.01,2.81125
"427_ASAH1",5.99683333333333,1.00769831991266,5.46,2.84931837186151e-05,5.784,5.79,6.12714285714286,5.26,7.442,5.58222222222222,5.97428571428571,5.605,5.50125
"430_ASCL2",5.6495,0.649360637310374,3.64,6.62574409137736e-06,5.814,5.26833333333333,6.85,5.375,5.543,5.49777777777778,5.39714285714286,5.85,5.4625
"435_ASL",5.471,0.547003237991222,3.05,0.228440420140627,5.162,5.39166666666667,5.81714285714286,5.01666666666667,5.427,5.45666666666667,5.6,5.74,5.6525
"440_ASNS",7.10983333333333,1.2604848295992,5.58,0.172234437988642,7.406,7.30166666666667,8.31428571428571,7.46333333333333,6.589,7.08333333333333,6.57857142857143,7,6.635
"444_ASPH",6.46516666666667,1.5521756100048,6.45,0.000121772924483289,5.49,7.145,7.09571428571429,3.91,6.04,6.95666666666667,7.17428571428571,7.885,6.9325
"466_ATF1",4.86516666666667,0.618660367016923,2.43,0.0740206290516462,4.524,5.11166666666667,5.23142857142857,5.45,4.549,4.76777777777778,4.82285714285714,4.68,4.7225
"468_ATF4",10.0783333333333,0.530273887232085,2.45,0.0945482443089097,9.916,9.685,10.5742857142857,10.4083333333333,9.937,10.0055555555556,10.0714285714286,10.075,10.05875
"471_ATIC",7.28533333333333,0.590034376093251,3.18,0.0355485404285803,7,6.715,7.50714285714286,7.57666666666667,7.596,7.50111111111111,7.15571428571429,6.905,7.05625
"473_RERE",6.944,0.463312319159275,2.53,0.143197693588705,6.884,7.29,6.83714285714286,6.585,7.171,7.01333333333333,6.97857142857143,6.715,6.75
"475_ATOX1",8.99766666666667,0.838469887003958,3.47,8.7978125669091e-14,8.85,8.52833333333333,8.14285714285714,8.395,10.492,8.93444444444444,9.01571428571429,8.35,8.99125
"476_ATP1A1",9.4445,0.801643280488611,3.66,2.33212675886212e-08,9.064,9.95666666666667,9.65,9.00833333333333,10.599,9.02333333333333,9.28285714285714,8.98,8.73375
"478_ATP1A3",5.24333333333333,0.426843625026764,2.4,0.395158676361186,5.2,4.99166666666667,5.30142857142857,5.59333333333333,5.213,5.21,5.23142857142857,5.625,5.13625
"481_ATP1B1",9.5535,0.969199958379092,4.44,1.65336529186954e-06,9.224,10.1533333333333,10.0528571428571,7.86,8.971,10.0455555555556,9.94285714285714,9.495,9.99125
"490_ATP2B1",6.125,0.517931020863668,2.1,0.000780569724689359,6.49,5.88833333333333,5.91142857142857,5.70333333333333,6.05,6.73888888888889,6.01857142857143,6.41,6.0025
"498_ATP5A1",8.71266666666667,0.674981146420105,3.34,0.00910342516859904,8.994,8.17666666666667,9.13142857142857,9.41666666666667,8.822,8.58555555555555,8.33,8.705,8.3875
"506_ATP5B",8.94616666666667,0.64935715712859,2.54,0.100089981442768,8.666,8.39333333333333,9.41285714285714,9.25,9.131,8.85111111111111,8.99428571428571,9.19,8.6725
"513_ATP5D",9.10983333333333,0.609566368980516,2.92,0.00169638329015026,8.874,8.91,9.67571428571429,9.745,9.255,8.85666666666667,8.86428571428571,9.42,8.67625
"514_ATP5E",9.319,0.425459671653366,2.35,0.0726620539953114,9.244,9.15,9.18285714285714,9.3,9.642,9.51,9.34428571428571,9.23,9.0075
"516_ATP5G1",9.01,0.44794067403801,2.19,0.153525233330532,8.736,8.68833333333333,9.03428571428571,9.26833333333333,8.955,9.16666666666667,9.10571428571428,9.52,8.88875
"518_ATP5G3",10.3548333333333,0.466499738102518,2.59,3.52914517316011e-05,9.884,9.93666666666667,10.4942857142857,10.85,10.736,10.2633333333333,10.4371428571429,10.01,10.11
"522_ATP5J",7.557,0.525006214652483,2.86,0.00317706256912617,7.182,7.285,7.55857142857143,8.08166666666667,7.753,7.55,7.88714285714286,7.485,7.0925
"526_ATP6V1B2",5.87833333333333,0.773048481534153,3.17,3.17957661387294e-06,5.848,5.98166666666667,5.68142857142857,5.93666666666667,6.984,5.30222222222222,5.33714285714286,5.215,5.85375
"527_ATP6V0C",10.3586666666667,0.415628854427563,2.15,0.216651424432091,10.174,10.2433333333333,10.3557142857143,10.2666666666667,10.682,10.1711111111111,10.5057142857143,10.25,10.3375
"529_ATP6V1E1",9.10483333333333,0.57268174279531,3.33,0.000543486321526564,8.892,8.97,8.89571428571429,8.65333333333333,9.815,9.07444444444444,8.89285714285714,9.62,9.06375
"533_ATP6V0B",8.95783333333333,0.436601247956891,2.4,0.180236740120844,8.824,9.12,8.88714285714286,9.19166666666667,9.191,8.98555555555556,8.76285714285714,8.94,8.65875
"537_ATP6AP1",8.49383333333333,0.476495297313186,2.12,0.00336968251876547,8.878,8.92666666666667,8.39428571428572,8.15666666666667,8.614,8.69111111111111,8.33714285714286,8.03,8.15
"545_ATR",5.933,0.423185258145726,2.29,0.677847266139824,5.882,5.79,5.72142857142857,6.18333333333333,6.034,6.02,5.95,5.855,5.85
"547_KIF1A",6.5125,0.5352320105195,3.93,0.677251169055065,6.492,6.325,6.49428571428571,6.37666666666667,6.381,6.85,6.65571428571429,6.505,6.445
"549_AUH",5.31533333333333,0.54746400444065,2.57,2.06442916784634e-06,4.74,5.04666666666667,6.20142857142857,5.71666666666667,5.099,5.37,5.15285714285714,5.065,5.21375
"551_AVP",5.836,0.346978238950348,2.01,0.7502675844534,6.042,5.74666666666667,5.85428571428571,5.88333333333333,5.956,5.73555555555556,5.78285714285714,5.63,5.78375
"558_AXL",6.48133333333333,1.6535995320601,6.29,2.78281869461993e-06,6.91,7.71333333333333,5.35571428571429,4.865,5.15,6.53777777777778,6.95428571428571,7.795,8.345
"563_AZGP1",4.19316666666667,0.768053872727968,3.83,0.092156698609419,4.344,4.01166666666667,4.89857142857143,4.11333333333333,4.574,3.89222222222222,3.95857142857143,3.89,3.82125
"566_AZU1",6.34883333333333,0.584929639884849,4.54,0.239085187614535,6.43,6.21833333333333,6.32142857142857,7.03833333333333,6.314,6.15444444444444,6.19,6.345,6.305
"567_B2M",9.57216666666667,0.77450933984951,3.88,0.00451932618031859,9.312,10.2216666666667,9.17857142857143,10.3516666666667,9.472,9.54888888888889,8.83,9.62,9.79625
"571_BACH1",4.86783333333333,0.619190536833336,3.74,0.833027236556887,4.62,4.735,4.79857142857143,5.02,5.127,4.80555555555556,5.01428571428571,4.885,4.6825
"572_BAD",5.78683333333333,0.4788244491537,2.33,0.00601275319960823,6.254,5.85666666666667,5.70142857142857,5.51166666666667,5.412,5.91888888888889,6.05142857142857,6.36,5.66875
"578_BAK1",5.27383333333333,0.538664675627019,2.87,0.313137077789171,5.424,4.93833333333333,5.34428571428571,5.315,5.428,5.09333333333333,5.63714285714286,5.24,5.04
"581_BAX",7.32116666666667,0.479014141777254,2.6,0.46627392694433,7.286,7.19166666666667,7.26857142857143,6.99333333333333,7.41,7.35,7.32714285714286,7.085,7.6425
"586_BCAT1",4.47383333333333,1.32611844917524,4.5,1.1259634841158e-06,4.354,5.81833333333333,3.17714285714286,5.77166666666667,3.062,4.51444444444444,4.87714285714286,4.505,5.06
"587_BCAT2",6.959,0.448378245287902,2.5,0.00434809250146184,6.922,6.87166666666667,7.49142857142857,7.18166666666667,6.662,6.75333333333333,7.17142857142857,6.915,6.8425
