"","x"
"605",22.453652723189
"606",23.0259589310367
"607",20.4554896546404
"608",20.3881842732671
"609",19.2124710948113
"610",19.5260895688949
"611",17.6963727181481
"612",21.187661935709
"613",19.9384991372738
"614",21.0750368712711
"615",17.665242296802
"616",14.8021902135551
"617",18.6698237423357
"618",20.0572943025905
"619",17.9486410088494
"620",19.4003027144103
"621",21.1034093647886
"622",23.4205429142353
"623",22.5943168851409
"624",24.4812524789516
"625",18.544217768021
"626",20.7059703369466
"627",18.4016278274757
"628",21.147538621226
"629",20.8624783662185
"630",17.2241092783596
"631",22.9855257828583
"632",19.9877638061661
"633",21.5099609838977
"634",17.1631359531627
"635",17.8570146817125
"636",14.1683686737284
"637",20.285174099582
"638",21.7362691450447
"639",20.6527834936073
"640",17.4229705481815
"641",18.6371705791719
"642",22.2272480482605
"643",17.3431160847743
"644",19.9286194631358
"645",20.2674594833647
"646",20.5444462548252
"647",18.9854840816958
"648",18.3411223559419
"649",21.8056201560026
"650",21.5295321274172
"651",18.7253757475655
"652",22.317688455918
"653",21.9673196519798
"654",19.4261543843541
"655",20.3142594543419
"656",20.1049649430983
"657",18.3281816122276
"658",20.3405439254753
"659",18.9380817648715
"660",22.3034865083816
"661",20.0643153126622
"662",16.94560148067
"663",19.8177638633285
"664",22.2085050510721
"665",19.0650303912595
"666",23.2699715870355
"667",21.0179871035603
"668",20.7277317658977
"669",22.9032947650175
"670",21.6845186551202
"671",20.8109090864927
"672",20.616999645844
"673",18.2858401390798
"674",21.9229964071723
"675",17.2946928662705
"676",17.5223787270653
"677",17.101043378251
"678",18.4132200672807
"679",23.2060340438996
"680",21.5057120760181
"681",22.1704981265979
"682",19.8376460866008
"683",19.9919204884995
"684",20.9408933712986
"685",18.0441353339796
"686",19.0577883681726
"687",19.2774083069236
"688",23.2247471509667
"689",19.9442375447575
"690",23.0535271488989
"691",23.3404800003279
"692",22.4071810106877
"693",14.7374331785909
"694",22.1168818400789
"695",20.8767258964512
"696",17.8138176794311
"697",18.1778139626093
"698",22.1173010439791
"699",20.6920581706698
"700",24.2747868668868
"701",23.9938166175171
"702",20.2915592968554
"703",20.5676576675761
"704",17.3582543002767
"705",20.5040516650378
"706",20.3556264070459
"707",21.8611611359135
"708",18.3131127042802
"709",16.6313455274232
"710",21.2662433540753
"711",16.9668365410087
"712",20.2321179772322
"713",20.0201980298108
"714",22.7443422302974
"715",20.7337366747915
"716",23.1570749307284
"717",18.7172573214323
"718",18.508359448758
"719",22.5401210382102
"720",18.2453220553567
"721",22.8586381762929
"722",18.7824674459333
"723",19.8157240424732
"724",20.0208435088198
"725",23.5073935115994
"726",19.7159369313772
"727",19.8163449256794
"728",18.4642994345767
"729",19.3585681085513
"730",21.5786911452072
"731",16.8877835366809
"732",23.1267140839286
"733",21.8757111998804
"734",20.7505773152296
"735",20.6654810944734
"736",21.103406372163
"737",17.7385527257156
"738",19.0076361064788
"739",19.928902918818
"740",20.0366555635849
"741",21.0194488476675
"742",22.5997922908807
"743",17.0148490414787
"744",19.6959068309116
"745",22.9293818307806
"746",16.9688520934422
"747",17.9726484253134
"748",19.5691831017976
"749",24.3033984977476
"750",19.3145985566312
"751",20.2471598381665
"752",15.6399918666088
"753",19.9850691279193
"754",20.4024432913603
"755",20.9600929809585
"756",21.7848067645915
"757",18.6141766172751
"758",17.9112224765564
"759",19.7418236146781
"760",20.3485962338561
"761",18.3356098859443
"762",18.9456019273396
"763",19.8175532646882
"764",13.9515556135849
"765",17.263504700848
"766",20.1582440803036
"767",21.2192542411517
"768",21.1297962154052
"769",13.0983291340767
"770",20.2152505075908
"771",17.9590307170801
"772",16.1406013102511
"773",18.4157093610709
"774",20.4267314282384
"775",20.4237024235124
"776",18.3664991988492
"777",19.8889779374961
"778",19.7180341480359
"779",22.5079572739952
"780",14.9315827637019
"781",19.5986823387099
"782",18.4436098707818
"783",18.3192305766161
"784",15.1434537490108
"785",18.4681274421881
"786",20.0147042471061
"787",20.1565924929871
"788",20.033219252172
"789",22.3719788236126
"790",19.5713399473945
"791",19.1695322531441
"792",20.8499852221469
"793",22.8560721095524
"794",16.3915999115754
"795",22.1098368678303
"796",19.8220123879441
"797",18.6952746570623
"798",15.9153393431032
"799",21.5291651670645
"800",21.9044055808096
"801",19.5921391241082
"802",24.0171521094495
"803",18.9196828566546
"804",24.421569908227
"805",21.1531832265019
"806",17.99868209096
"807",20.1053447543776
"808",20.031427474622
"809",18.8571021182252
"810",21.0631512664011
"811",23.1756719516648
"812",22.5379964814389
"813",18.9937061502596
"814",22.0307493646456
"815",19.6420611474242
"816",18.7095923878074
"817",19.4024120693751
"818",14.5194869529308
"819",17.4844585798787
"820",21.3682590955341
"821",22.9699515091245
"822",23.1796019501876
"823",20.5638854407947
"824",21.6501318962901
"825",21.4702386560224
"826",19.9818798584689
"827",21.3709950114353
"828",18.1197826363648
"829",20.8254076465921
"830",18.2217566694683
"831",18.698316693551
"832",19.2439702653604
"833",22.5570859755797
"834",17.8373420729218
"835",18.6871102377576
"836",20.5868341944608
"837",24.1732189373585
"838",22.6942712175994
"839",19.7480073784199
"840",18.7066870546003
"841",22.3258022919945
"842",20.7024622456322
"843",18.7522336718376
"844",21.9487999913168
"845",22.1140030191358
"846",17.9678395408487
"847",22.6470684201974
"848",23.6075278672704
"849",21.860191721729
"850",22.3889909555478
"851",20.8310695010039
"852",18.5507652867585
"853",18.9451565514974
"854",22.7528784309939
"855",20.5271250482078
"856",16.8033825861327
"857",21.2525792994489
"858",19.4202156126326
"859",18.7461342097583
"860",19.2495303248152
"861",21.2946642951472
"862",22.2624006951821
"863",19.5985956318898
"864",22.9274182131907
"865",23.7524252775239
"866",20.9551198863709
"867",20.5078276847282
"868",16.5837071028221
"869",15.7914605289504
"870",20.1724694648547
"871",19.8047456041768
"872",17.9341192581721
"873",23.7535174698077
"874",18.1664572572208
"875",20.4928277146535
"876",20.6616252526503
"877",24.541673663054
"878",21.0961597417411
"879",22.1674189171653
"880",21.4975325319551
"881",16.720460856858
"882",21.6478888467784
"883",20.461209708491
"884",20.9624346442638
"885",22.0725841976436
"886",22.2233858729917
"887",19.7395499262991
"888",23.8209028602143
"889",19.2441482291522
"890",15.5063517077769
"891",22.3130527485446
"892",19.7629366185966
"893",20.6397791749122
"894",17.3923882635423
"895",22.2135250848144
"896",23.4044035752193
"897",22.7507660712971
"898",19.4269284843741
"899",21.5405703319296
"900",21.7246507486399
"901",19.7723396120071
"902",18.1780797662726
"903",18.5630117073936
"904",20.8698694570054
"905",19.3724866610728
"906",16.3144800291175
"907",21.5178514160082
"908",18.7946141162135
"909",19.7375691587651
"910",20.2938030219913
"911",17.2456175715167
"912",22.9768515053924
"913",18.8314323569473
"914",19.7992129705531
"915",15.1801835794206
"916",17.3188169484451
"917",18.697514287428
"918",19.0380250675305
"919",21.150662170038
"920",19.5191995943913
"921",20.4902527084056
"922",21.6168214014206
"923",22.7486603996204
"924",21.1445964537133
"925",17.6652611718571
"926",21.2039048815155
"927",18.51881565438
"928",17.0998938749095
"929",22.1252043412833
"930",19.0395376432464
"931",20.2055861634231
"932",21.2864184432712
"933",19.8907353946519
"934",19.5248614490359
"935",21.0239421277364
"936",18.8561850678404
"937",18.0558734026913
"938",23.3476555583042
"939",18.0424585619425
"940",23.3402909275479
"941",21.3349380932464
"942",19.0287401394825
"943",19.075121205246
"944",19.8256807662459
"945",19.497509953555
"946",18.8620952656175
"947",18.0549323370362
"948",17.9708926265844
"949",21.8596339215869
"950",21.3615979044189
"951",20.0292587967928
"952",21.7318840648126
"953",19.5564327497546
"954",17.0464828991388
"955",17.8057116915916
"956",20.3836181411513
"957",18.6142243905167
"958",22.0598240703788
"959",18.735009263462
"960",20.2533716418311
"961",20.1334390590609
"962",21.640381364354
"963",17.8270596021315
"964",20.9768793765016
"965",21.785701251305
"966",16.681246567667
"967",18.0017729122012
"968",19.9592304539873
"969",21.7735569868628
"970",22.6839202010867
"971",19.8099726864663
"972",20.9282417048836
"973",19.9859732883446
"974",19.7002286511065
"975",20.5893155631831
"976",20.9149856079388
"977",22.3261828548592
"978",20.6372282770093
"979",19.4912802374449
"980",17.1928900002149
"981",22.2099365503878
"982",21.7271328252673
"983",17.128468190383
"984",16.3433099982744
"985",20.5944791000919
"986",23.1341159503044
"987",23.6408099239723
"988",21.2321204406485
"989",19.2297814448689
"990",19.3562194527254
"991",23.5389292851512
"992",22.0275096968966
"993",17.8373509565508
"994",22.1537797957256
"995",20.2842129108194
"996",18.446575183405
"997",18.1067439951804
"998",18.7143613719916
"999",21.6857785575196
"1000",22.899122209322
