"","Symbol","Chromosome","Description","Min","Max","Corr","Pval","FDR","Mean_WT_00Hr","Mean_WT_02Hr","Mean_WT_04Hr","Mean_WT_06Hr","Mean_WT_08Hr","Mean_WT_10Hr","Mean_WT_12Hr"
"11419","Asic1","15","acid-sensing (proton-gated) ion channel 1",-2.38182805907442,1.20475024752705,-0.0235920806812792,0.919148743631598,0.979813535246088,-6.88338275267597e-15,-0.698267801220942,0.280952093071598,-0.138054708387593,0.282028243359705,-0.0501178562743414,0.568976030893582
"11425","Apoc4","7","apolipoprotein C-IV",-3.78346847191827,0.429398369059178,-0.453805183738645,0.0387960328200823,0.280622629491974,4.40388466434645e-15,-0.444034130916184,-0.313800656764788,-1.68931420756382,-0.413770352161003,-0.724594243802333,-1.84509824902492
"11431","Acp1","12","acid phosphatase 1, soluble",-2.30356288698193,1.14589248851787,0.176940605109594,0.442916524132173,0.817467930802305,7.27196081129478e-15,-0.670522956521719,0.0158674620108921,-1.26048173736964,-0.0676411911494803,-0.587914004815581,0.629382062751245
"11432","Acp2","2","acid phosphatase 2, lysosomal",-1.65775647723146,2.12270020792807,-0.475773627072463,0.029256079215561,0.234534615106807,2.12330153459561e-15,0.761251798744828,1.29779155524535,-0.465924170595719,-0.314242944251609,-0.289971078456358,-0.902411231049614
"11435","Chrna1","2","cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)",-2.20201573446506,1.44946905138232,0.169076578215834,0.463764225021352,0.829304190734046,1.32856688613477e-14,-0.736611337755409,-0.381402530818603,0.770125360896959,-0.958411425530069,0.120013069496405,0.0946659108351212
"11438","Chrna4","2","cholinergic receptor, nicotinic, alpha polypeptide 4",-1.19992229351655,3.54583043780658,-0.526889801881901,0.0141232114208079,0.148429046857184,1.42478621493562e-15,1.13814581505163,-0.826383737923581,-0.330584597910325,-0.636463966976216,-0.543895775026437,-0.97233603083849
"11440","Chrna6","8","cholinergic receptor, nicotinic, alpha polypeptide 6",-2.95105352409071,0.334028877223167,-0.27524094128159,0.227211020985153,0.652069687960482,-1.07737892681333e-14,-1.43506231215291,-0.768278550881615,-1.05887032747059,-1.63095392939838,-0.993532677494324,-1.40363714716898
"11441","Chrna7","7","cholinergic receptor, nicotinic, alpha polypeptide 7",-1.91140619503431,2.26455107464362,0.114028389959516,0.622608216493797,0.892028040849978,7.53101285037398e-15,-0.110680876594597,0.164919591005456,0.39128147567942,0.167292534760923,0.0825445434939953,0.451791541444012
"11443","Chrnb1","11","cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)",-2.80651302056527,0.940823874671799,-0.251648860600311,0.271151651408486,0.698131599283693,-1.08431782071724e-14,-0.86207030668737,-0.899184759922303,-1.61273610959541,-0.499669376994766,-1.12321664897132,-1.31221298331918
"11444","Chrnb2","3","cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)",-1.13432104564518,3.32784919582733,0.404997385028625,0.068571316624944,0.378459714126235,3.23815048849004e-17,0.739027347920351,0.962119104175367,0.891218054601616,1.10243711653233,1.12426755448347,1.70732216809504
"11448","Chrne","11","cholinergic receptor, nicotinic, epsilon polypeptide",-1.83347986443569,1.68554370134068,-0.235920806812792,0.303221454015161,0.725578509062458,-4.62592926927149e-17,0.0200484101198625,-0.433186349186428,-0.366569351349546,-0.360238274469584,-0.530825623735109,-0.775275536600134
"11451","Acrv1","9","acrosomal vesicle protein 1",-2.06992899152152,2.33015334483462,-0.216260739578392,0.346420439080476,0.756755856872341,-4.62592926927149e-18,-0.836156825370197,-1.08165875379668,0.135248545040501,-1.31793169945841,-1.33567551751205,-0.0447715532932581
"11459","Acta1","8","actin, alpha 1, skeletal muscle",-0.0757229860749069,4.57553535218036,0.212328726131512,0.355471110386004,0.762310513118936,-7.77011556947945e-19,-0.0336051541244216,0.0201478783270488,-0.017119538470628,1.50973971332479,-0.00728467876945258,0.0288163200452487
"11461","Actb","5","actin, beta",-1.78251615027322,1.60425750919803,-0.326357116091028,0.148777709172409,0.544931105393172,-2.31296463463574e-15,-0.126247671188621,-0.122050258148792,-0.617722321641258,-0.42946067019713,-0.789725177875935,-0.923373619483193
"11464","Actc1","2","actin, alpha, cardiac muscle 1",-1.00679351940825,4.22361839157138,0.110096376512636,0.634729952823197,0.895151008861704,1.61907524424502e-17,0.226552063546242,-0.263530331596569,-0.201564381822279,1.49433776124109,0.12802357772929,0.162988827637235
"11468","Actg2","6","actin, gamma 2, smooth muscle, enteric",-0.345788125880445,3.25521360901917,-0.0589802017031979,0.799532828037392,0.949164968047933,-1.41553435639707e-15,1.16002996114098,-0.0702927680855235,0.234649344677408,1.05654382876559,0.0191635081058716,0.106690679071966
"11470","Actl7a","4","actin-like 7a",-0.943067339421435,2.62479211035182,0.0432521479156784,0.852322475870579,0.965384028480899,7.35060160887239e-15,1.03190161693872,0.914173431822635,1.54843195937137,1.08927547930542,0.949773375282496,0.0748426718318886
"11471","Actl7b","4","actin-like 7b",-0.971008208863734,2.44242341805143,0.26737691438783,0.241304157427512,0.669272335485731,-6.9759013380614e-15,0.587465078173814,1.10124143101311,0.250557394787379,0.729022928336177,0.421449177233388,0.914778285049238
"11472","Actn2","13","actinin alpha 2",-0.465843674873466,4.43528545431125,0.239852820259671,0.294995749817469,0.719887484131829,-1.15648231731787e-18,-0.24743718089102,-0.0986002828479099,0.0382705614515235,1.4146788998983,0.144945329260384,0.0331927925585538
"11474","Actn3","19","actinin alpha 3",-1.35590051500467,3.93043687436789,0.184804632003353,0.422571715575309,0.804025823752736,-6.54800288065379e-15,-0.199675586823086,-0.0777062628523302,-0.217848032471145,1.52429687197074,0.25111910007848,-0.159740469458463
"11475","Acta2","19","actin, alpha 2, smooth muscle, aorta",-0.536704959481969,3.42681448734809,-0.0314561075750389,0.892330297861488,0.976150606918021,-1.66070860766846e-15,1.32536396397887,-0.0803177185155691,0.236500414571458,0.814009693662659,0.0615525958341984,0.472925993160144
"11480","Acvr2a","2","activin receptor IIA",-1.81001991353683,1.56772090689111,0.0235920806812792,0.919148743631597,0.979813535246088,8.06762064560947e-15,-0.0816748432600297,0.316978340527528,-0.738071664788085,0.548556956178047,0.624235648542466,-0.544196119163054
"11484","Aspa","11","aspartoacylase",-0.276058692928562,3.25933243914706,0.424657452263025,0.055007333363429,0.338949681833387,1.85037170770859e-17,1.52645151436052,1.07513004884588,1.04182219161233,1.77792583647384,1.50392905851688,1.45119161789709
"11486","Ada","2","adenosine deaminase",-1.11069809130404,4.0057562799399,0.00786402689375972,0.97301179585451,0.988829794220407,4.81096644004235e-15,-0.255168822963653,0.0689513196628517,-0.135700329825427,1.1017257192659,-0.129582803435772,0.0623715801682086
"11488","Adam11","11","a disintegrin and metallopeptidase domain 11",-1.92549372113439,2.33248875360342,-0.247716847153431,0.278960731363638,0.704113226757803,-6.5873232794426e-15,0.554527950198403,0.998461842913431,0.0581527438410244,-0.443117974115222,0.329927811996047,-0.800045274323183
"11496","Adam22","5","a disintegrin and metallopeptidase domain 22",-2.03200824933106,2.49895336196973,0.479705640519343,0.0277637533121935,0.226790578003801,8.72450260184602e-15,0.879245119183988,0.480009241481657,-0.077214851072102,1.39898296143822,1.17040945343502,1.81786377915448
"11498","Adam4","12","a disintegrin and metallopeptidase domain 4",-2.29507620614126,1.54151037148919,-0.192668658897113,0.402740692580334,0.789322036384297,-1.85037170770859e-17,-0.2067402399963,-0.527551396524831,0.0294431459307349,-1.33774848440495,-1.0050664641269,0.247926605980332
"11502","Adam9","8","a disintegrin and metallopeptidase domain 9 (meltrin gamma)",-2.65742536030695,1.09349069024357,-0.176940605109594,0.442916524132173,0.817467930802305,-1.49880108324396e-15,-0.42021965909213,-0.129193800628956,-1.10001834168462,-0.653184658979359,-0.327037015256231,-0.645113192801604
"11513","Adcy7","8","adenylate cyclase 7",-1.91227492999321,2.29171350410726,0.149416510981435,0.518000981924011,0.854832696883215,-9.62193288008469e-15,-0.457290211782595,-0.0661874550213262,-0.0818120345673598,-0.273864158153837,-0.565577228358476,0.148921773797965
"11515","Adcy9","16","adenylate cyclase 9",-0.351826822966218,3.17608326865157,0.404997385028625,0.068571316624944,0.378459714126235,-9.25185853854297e-18,0.905863044567112,1.19737766110495,1.67468354070976,2.81700819281665,1.9130330652758,0.637677688425266
"11518","Add1","5","adducin 1 (alpha)",-2.26129681965623,2.28834431986354,-0.235920806812792,0.303221454015161,0.725578509062458,4.29286236188394e-15,-0.396736990965463,0.289805013401759,-0.491258085160364,0.616383014562983,-0.559917124148104,-0.730717975188793
"11519","Add2","6","adducin 2 (beta)",-2.5635420920176,1.06174683315861,-0.232064151104903,0.311424071719331,0.734091222805155,-1.59409522619095e-14,-1.31539332792354,-0.0446503903828364,-0.106336070269092,-0.362313709913397,-1.51479587453265,-0.565392292678487
"11522","Adh1","3","alcohol dehydrogenase 1 (class I)",-2.93120702456182,1.50736463040355,-0.0235920806812792,0.919148743631598,0.979813535246088,-3.20114305433587e-15,0.299400637587022,-1.29932488553794,-0.0166684074491754,-0.360037600902132,0.177315815459303,-0.515999834926558
"11529","Adh7","3","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",-1.78130408696164,2.48892787144888,0.0432521479156784,0.852322475870579,0.965384028480899,-1.60982338570648e-15,-0.563866821480806,-1.39944513899577,-1.43711813206505,-0.712247124001026,-0.810456968828795,0.751852528507698
"11532","Adh5","3","alcohol dehydrogenase 5 (class III), chi polypeptide",-1.74705613792073,2.56500289547704,0.204464699237753,0.373978249606755,0.772082063912645,6.29126380620922e-15,0.198922588183006,-0.243411517568933,0.680778528681975,1.26207188300976,-0.224737152147671,0.999293472401642
"11534","Adk","14","adenosine kinase",-1.00192494953193,2.76257375991249,0.184804632003353,0.422571715575309,0.804025823752736,6.27276008913213e-15,0.648948042879857,0.30373662817412,0.689540387144845,0.724485100903401,0.81643558508626,0.718131516583659
"11535","Adm","7","adrenomedullin",-2.01991075004792,1.80227588752601,0.00786402689375972,0.97301179585451,0.988829794220407,7.29509045764113e-15,-0.401800059039696,0.299094123164314,1.11065149026921,0.370299196918186,-0.702452818611071,-0.348888454694947
"11537","Cfd","10","complement factor D (adipsin)",-0.548516518564672,3.40288184588822,0.149416510981435,0.518000981924011,0.854832696883215,-1.14723045877933e-15,0.449810204592095,-0.318792735309664,0.1676341126967,1.11088257935993,-0.294546039142737,0.533533953148709
"11538","Adnp","2","activity-dependent neuroprotective protein",-1.3682323090695,2.75145776152264,0.306697048856629,0.176292297147929,0.586587580002692,5.4678483962789e-15,-0.355824929602659,0.592414264189345,-0.518805951198878,1.51754674112055,-0.206016896123335,1.05596770551148
"11539","Adora1","1","adenosine A1 receptor",-1.41847816462132,2.4640076012699,0.585870003585099,0.00525841208716949,0.0765292422577803,7.04991620636974e-15,0.402307251838775,0.431267963728293,0.57269012137557,1.67848807246454,2.1729285780617,1.23166566045492
"11541","Adora2b","11","adenosine A2b receptor",-1.37002141987253,2.48886747815636,-0.0865042958313569,0.709268250675377,0.920340013379052,1.85037170770859e-17,0.537442801030238,0.394499799123862,0.851459682469655,0.88855429737398,-0.230291760909885,-0.0895420138693187
"11542","Adora3","3","adenosine A3 receptor",-1.89531418528039,1.73938430414403,0.157280537875194,0.495951818100792,0.84514953183419,-9.25185853854297e-18,-1.55335004133167,-0.352239292185466,0.370536266677167,0.553866543111468,-0.362424307542917,-0.556570529489557
"11545","Parp1","1","poly (ADP-ribose) polymerase family, member 1",-1.82754146521025,1.13737789364676,-0.432521479156784,0.0501980677516191,0.323180196063653,9.25185853854297e-18,0.478590173325455,-0.160888319733688,0.606840772642581,-1.06788307776179,-1.3927092344006,-0.656053670443474
"11546","Parp2","14","poly (ADP-ribose) polymerase family, member 2",-1.51375376255477,1.9798362659105,-0.408929398475505,0.0656751208691325,0.369575715152091,-2.6275278249462e-15,0.767366089772973,0.832682912962779,1.3324455517963,0.287479288200896,-0.710664089538211,-0.590850425573119
"11553","Adra2c","5","adrenergic receptor, alpha 2c",-1.57265861006118,2.3142266037604,0.161212551322074,0.485102683120358,0.839226250623332,1.85037170770859e-17,-0.173106762893534,-0.44696977771713,1.08154611293267,0.8074356613411,-0.239172379949823,0.0494378662466141
"11555","Adrb2","18","adrenergic receptor, beta 2",-0.425588914550106,4.11498321530749,0.456113559838064,0.0376924739675667,0.273293087992003,2.80139771334046e-15,-0.132229456659461,-0.233381362660471,0.110554048230676,0.130273306262687,0.0422780892206341,1.95517232157724
"11565","Adssl1","12","adenylosuccinate synthetase like 1",-1.31988090628026,2.04919412860931,0.456113559838064,0.0376924739675667,0.273293087992003,-2.89583172256395e-15,-0.209471101013997,-0.775340796968283,0.794029991581004,1.04744243155654,0.384997409022092,1.15588322355362
"11566","Adss","1","adenylosuccinate synthetase, non muscle",-0.383768186113703,3.28951535973404,0.352029517354048,0.117582384303753,0.498289942614954,-3.52495810318487e-15,1.85707736925542,0.633205591287986,1.36396186205179,1.28992502714018,1.42179320949347,1.7737064913158
"11567","Avil","10","advillin",-1.94929481561747,0.924256699124025,-0.243784833706551,0.286908790782733,0.711961036773688,6.29126380620922e-15,-0.493231089244518,-0.613371648933514,-0.80411613943501,-0.922833232776977,-0.153236152257345,-1.0414791528016
"11568","Aebp1","11","AE binding protein 1",-0.616008759353549,3.11630923476724,0.29096899506911,0.200670686221725,0.619997907622308,-4.4778995326548e-15,1.01019392294314,0.0791291709684691,1.17923115895217,0.808769636053939,1.13163277157775,1.00233641137656
"11569","Aebp2","6","AE binding protein 2",-1.51493630615231,2.09730331256131,0.137620470640795,0.551922984028758,0.866098044425311,-1.28462055807669e-14,-0.846732564487111,0.572711580620932,0.534331263113249,0.722274126078545,-0.0896989055714102,-0.0186832488999665
"11571","Crisp1","17","cysteine-rich secretory protein 1",-2.77438875257976,1.16930215618046,-0.377473290900466,0.0916129711206207,0.438093736254573,-1.56263890715991e-14,-1.1131144529319,-0.705819552388388,-0.800432961927425,-2.11543625157087,-1.37294960645224,-1.18389864873017
"11576","Afp","5","alpha fetoprotein",-1.39308686749394,2.20301544437595,0.173008591662714,0.453278242535663,0.823614758462766,-1.85037170770859e-17,0.271946230482478,-1.18874263238295,0.245715037068873,0.128808113336589,-0.52980533857618,0.777382466535513
"11602","Angpt4","2","angiopoietin 4",-2.02551713867038,2.08671205052344,0.231988793365912,0.3115856736001,0.734091222805155,1.01030295240889e-14,-0.579457261017414,-0.914020062405333,-0.182092176733423,0.860287944680718,0.504829319733241,-0.558676249675212
"11607","Agtr1a","13","angiotensin II receptor, type 1a",-0.714896557738805,2.36110479697948,-0.0589993604503991,0.799468986384319,0.949164968047933,0,0.144571621363476,0.330641237626633,2.05796565646756,1.79572423532954,0.154444574089895,-0.447078892900908
"11608","Agtr1b","3","angiotensin II receptor, type 1b",-1.73976630007608,1.67047550298442,-0.0353881210219187,0.878961586391408,0.972994911442549,-5.95819689882167e-15,-0.119131545876889,0.185585877590506,-0.365498824424981,0.0318089331678008,-0.375696592807858,0.0210033507753356
"11609","Agtr2","X","angiotensin II receptor, type 2",-1.74630657681964,2.05025373040296,0.26737691438783,0.241304157427512,0.669272335485731,1.85037170770859e-17,-0.388563817850859,-0.181373662388498,-0.297365044867611,-1.08078225111989,0.301972520968603,0.613964474093344
"11625","Ahsg","16","alpha-2-HS-glycoprotein",-2.71225131218963,1.46322991980043,0.157280537875194,0.495951818100792,0.84514953183419,1.85037170770859e-17,0.124992713669121,-0.732445225510326,0.246513407514097,0.358372828804939,0.362750592931021,0.174657692892716
"11629","Aif1","17","allograft inflammatory factor 1",-1.15396821621059,3.81247755826191,0.0235920806812792,0.919148743631597,0.979813535246088,2.03540887847945e-15,-0.611411125066647,0.23509824841415,-0.0714537252485041,-0.209879731105395,-0.108302838343346,0.930991784327229
"11634","Aire","10","autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)",-1.77389546718732,1.80293813317318,0.0629122151500777,0.786456729615277,0.946305020724875,1.13242748511766e-14,0.26932402097683,0.424303159643932,0.00182578163362996,-0.0817780331706173,0.343883847689001,0.0585523923895833
"11640","Akap1","11","A kinase (PRKA) anchor protein 1",-0.82564859073101,2.85965692482664,0.153348524428314,0.506918537169678,0.849558570767075,-9.25185853854297e-18,0.790583153968917,1.47250871687775,0.80578616413685,0.614616964477101,0.549651386876859,1.37370246340458
"11641","Akap2","4","A kinase (PRKA) anchor protein 2",-1.36206478741973,1.53735545986328,0.216260739578392,0.346420439080475,0.756755856872341,6.50405655259571e-15,-0.514400305961856,-0.528575541665921,0.115740068841423,-0.368702264756183,0.425037866446042,0.363076011409724
"11642","Akap3","6","A kinase (PRKA) anchor protein 3",-1.31888907745088,2.0002466661638,-0.188736645450233,0.41259134890346,0.797998497037552,-7.44774612352709e-15,-0.385887553317325,0.368038682773004,0.592280831019935,1.57438769852893,-0.812500698580833,-0.729289766888299
"11647","Alpl","4","alkaline phosphatase, liver/bone/kidney",-1.98484688124276,1.82838010398244,0.519025774988141,0.0159094994157091,0.161572483544218,0,-0.263839299280723,-0.338750361155422,-0.744878355364248,-0.350600698627128,1.08798794780391,1.28021735064848
"11651","Akt1","12","thymoma viral proto-oncogene 1",-1.93948896519664,1.83934668035924,0.153348524428314,0.506918537169678,0.849558570767075,-6.47630097698008e-17,-0.560410305223709,-0.407746808283463,-0.198421136393866,0.547780368541944,-0.692576036073887,0.459991956196556
"11655","Alas1","9","aminolevulinic acid synthase 1",-1.80218005077359,1.58581545770913,0.56227792290382,0.00797516529722945,0.102036446777384,-5.41233724504764e-16,-0.798332935395495,-0.613753309466305,-0.766547968260229,-0.429756050340944,0.960660019241556,1.28353643563778
"11657","Alb","5","albumin",-1.82121323212552,2.81441112209751,0.102232349618876,0.659242668238555,0.902708295573506,4.55191440096314e-15,0.561907847391086,0.14338727218267,0.0132310143859633,0.722321076070403,1.3117678952648,-0.470059991711835
"11666","Abcd1","X","ATP-binding cassette, sub-family D (ALD), member 1",-2.84754526324642,2.0149235454797,-0.00393201344687986,0.986504124581327,0.992426604108539,-2.34997206878991e-15,0.574934333763461,0.0788470596882176,0.457512286212743,0.254320153917482,0.516560032996679,-0.82332816273001
"11670","Aldh3a1","11","aldehyde dehydrogenase family 3, subfamily A1",-0.205630005453856,4.56094602555977,0.235920806812792,0.303221454015161,0.725578509062458,8.62735808719132e-16,0.0314154260241348,-0.0395091874342374,-0.0807825240620542,1.4886414324308,0.0356707089690873,0.050850146535823
"11671","Aldh3a2","11","aldehyde dehydrogenase family 3, subfamily A2",-2.41139637455322,1.46844967328261,0.522957788435021,0.0149948732761815,0.15529025414346,1.75785312232316e-15,-0.761900934626649,-0.448989582537474,0.365814335848776,0.629349569762328,1.00711606120123,0.0712230910985707
"11676","Aldoc","11","aldolase C, fructose-bisphosphate",-1.13247822612067,2.50070379498561,0.412861411922385,0.0628724426016962,0.361045226077804,4.62592926927149e-18,0.587658916669382,0.473799839685883,0.649742676343961,0.381515969965181,1.01929256497011,1.30803255364437
"11684","Alox12","11","arachidonate 12-lipoxygenase",-2.40967368814634,1.18833152868487,-0.235920806812792,0.303221454015161,0.725578509062458,-9.0853250848492e-15,0.493163470020562,-0.673979839840263,0.90295590510303,-0.651409780658117,-1.24119971719994,-0.424941499748926
"11685","Alox12e","11","arachidonate lipoxygenase, epidermal",-2.69916747781125,1.10360007023314,0.0393201344687986,0.865624500232664,0.968180179411059,7.66053886991358e-15,-1.10316806519506,-1.61898208064107,-1.3745536301056,-0.909802610158518,-0.728878900218165,-0.471576699548445
"11687","Alox15","11","arachidonate 15-lipoxygenase",-1.75051317709105,2.54409108548995,0.228056779919032,0.320088102817907,0.738405919789301,-1.14723045877933e-14,-1.21670863654782,-0.555031406929676,-0.482271846846044,-0.727915282558968,-1.00130709180113,0.212780154620643
"11688","Alox8","11","arachidonate 8-lipoxygenase",-2.73367171570803,1.43811581114926,-0.157280537875194,0.495951818100793,0.84514953183419,-6.49480469405717e-15,0.0397333889731572,-1.09434194757933,-0.401118022014715,-1.053298666662,-0.106174019252443,-0.706031757907605
"11689","Alox5","6","arachidonate 5-lipoxygenase",-1.95845648656556,1.8203424889234,-0.180872618556474,0.432680548225351,0.810100995397092,-7.2349533771406e-15,-0.813085228472089,-0.268184886009833,0.46926261787117,-1.26561167957017,-0.822915695363091,-0.586415785282931
"11690","Alox5ap","5","arachidonate 5-lipoxygenase activating protein",-0.584664290399722,4.32433787622691,0.28703698162223,0.207101359362992,0.626863497419592,1.43114686768087e-17,-0.104680281482714,0.0687675569735936,0.186262973819004,-0.111776458441293,0.126610736260952,1.57187322438723
"11694","Alx3","3","aristaless-like homeobox 3",-2.23356022287229,1.81717662730245,-0.149416510981435,0.51800098192401,0.854832696883215,-1.03990889973223e-14,-0.0381312280849804,-0.208956776126132,-1.23214472973954,0.0614924897357765,-0.774393459256535,-0.212546289881055
"11695","Alx4","2","aristaless-like homeobox 4",-1.21847437484852,2.26101266890882,-0.173008591662714,0.453278242535663,0.823614758462766,-6.10622663543836e-15,0.919190306277639,1.74146433644036,1.13016217154206,-0.196998851023426,0.938325764203745,-0.151982342089353
"11698","Ambn","5","ameloblastin",-1.33537619337556,2.4252793325306,0.0786402689375972,0.734735225690631,0.929883614597447,-9.25185853854297e-18,0.282217605913384,-0.309376622382045,-0.485458736827147,0.517341060507729,0.446421991928455,0.318406474404862
"11699","Ambp","4","alpha 1 microglobulin/bikunin",-1.78577879857673,2.62515116762381,0.316314110120618,0.162428998546311,0.572009885423596,-1.11242034102806e-14,1.23621210206414,0.413739847830059,0.977702938442625,1.2556159375902,0.754245864803685,1.49472126568565
"11727","Ang","14","angiogenin, ribonuclease, RNase A family, 5",-0.933569870459557,3.90756190342926,0.741425296326681,0.000120030698620852,0.00502836937104369,1.71390679426509e-15,-0.149902283641757,0.958778085038599,0.657337870244226,1.10598636101542,1.20037284384762,2.10767613957406
"11732","Ank","15","progressive ankylosis",-0.782141367469245,2.42189414945683,0.153348524428314,0.506918537169678,0.849558570767075,1.85037170770859e-17,0.471073785035946,0.492571681121845,1.40718738991589,1.37798784981614,0.998666721417607,0.0418435777130303
"11733","Ank1","8","ankyrin 1, erythroid",-2.10468328128182,1.71746602266576,-0.27130892783471,0.234188619343907,0.661241678535979,2.31296463463574e-18,-0.417848799329597,0.136606790440028,-1.67284649007399,-0.403397628912341,-0.460986160596476,-1.03406152763448
"11737","Anp32a","9","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",-1.94816228043807,1.46534899828836,-0.601598057372618,0.00391396081811401,0.0621341279875599,-1.85037170770859e-17,0.420549183086461,0.921554052748565,0.660823797610292,0.0223555453154752,-1.19035890286622,-1.77011482238609
"11740","Slc25a5","X","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",-2.19203764328029,1.54654100990413,-0.100331514395912,0.665219699159924,0.907006356341658,-4.62592926927149e-18,-0.557751505800191,-0.706202476925718,-0.92225165811733,-0.266681565986215,-0.0850942173773092,-1.11868410383878
"11744","Anxa11","14","annexin A11",-2.55514479536332,1.52677227255771,0.652714232182056,0.00133934277793956,0.0282009958391638,-3.70999527395573e-15,-0.572250634070424,-0.38183364723395,-0.620005873140319,0.895499245323708,0.819503228155797,1.14697962551079
"11745","Anxa3","5","annexin A3",-1.56464508652087,2.10468369913646,-0.397133358134866,0.0746514636814258,0.395377484335559,-2.4980018054066e-15,0.16415332798832,-0.107906070853599,-0.382958546631405,-0.87798805890926,-0.997287587721624,-0.188592083535571
"11746","Anxa4","6","annexin A4",-1.37318735827069,2.97362917382302,0.26737691438783,0.241304157427512,0.669272335485731,2.77555756156289e-17,0.823810186236684,-0.0966572601708541,0.482928500314213,0.415150855160038,0.735842367752269,1.5580168943774
"11747","Anxa5","3","annexin A5",-1.57824761886047,2.81232185838083,-0.129756443747035,0.575078929445754,0.872965184167466,3.33066907387547e-15,1.36828762923366,0.931612037789556,1.62799025750858,0.683160943510686,0.54746856679957,0.532229384315728
"11749","Anxa6","11","annexin A6",-1.9356295214958,1.31200391337479,-0.27917295472847,0.220370945112343,0.643304005027928,5.63438184997267e-15,0.300306503712178,-1.16259658719644,-0.374835588451217,0.102810777457325,0.169436224164003,-1.51721282855279
"11750","Anxa7","14","annexin A7",-1.30010516054479,2.58963135008388,0.121892416853276,0.598647039200895,0.881889685953457,3.70074341541719e-17,0.993718009799535,0.156669522988767,-0.0206541814872716,0.59443741841399,0.167248493994442,1.14252886861266
"11752","Anxa8","14","annexin A8",-2.86988411795193,1.47130440990985,-0.259512887494071,0.255950381004384,0.684254674677132,9.25185853854297e-18,0.477111560963763,-0.986689506689892,-0.895422891746709,-0.413477446829464,-0.925364113249809,-0.58533284350503
"11754","Aoc3","11","amine oxidase, copper containing 3",-2.3507407476073,2.05846443449725,-0.29096899506911,0.200670686221725,0.619997907622308,9.25185853854297e-18,-0.0582824316878458,-1.11360731913609,-0.256605928642115,0.11469252825557,-0.993201768334518,-1.19224539418114
